date,time,province,confirmed,released,deceased
2020-08-01,0,Seoul,1602,1434,11
2020-08-01,0,Busan,172,154,3
2020-08-01,0,Daegu,6940,6745,191
2020-08-01,0,Incheon,384,366,2
2020-08-01,0,Gwangju,204,142,2
2020-08-01,0,Daejeon,166,159,2
2020-08-01,0,Ulsan,59,53,1
2020-08-01,0,Sejong,50,50,0
2020-08-01,0,Gyeonggi-do,1553,1996,31
2020-08-01,0,Gangwon-do,74,67,3
2020-08-01,0,Chungcheongbuk-do,73,70,0
2020-08-01,0,Chungcheongnam-do,190,185,1
2020-08-01,0,Jeollabuk-do,39,33,0
2020-08-01,0,Jeollanam-do,38,24,0
2020-08-01,0,Gyeongsangbuk-do,1402,1339,54
2020-08-01,0,Gyeongsangnam-do,159,149,0
2020-08-01,0,Jeju-do,26,21,0
2020-08-02,0,Seoul,1607,1442,11
2020-08-02,0,Busan,173,154,3
2020-08-02,0,Daegu,6942,6745,191
2020-08-02,0,Incheon,384,366,2
2020-08-02,0,Gwangju,205,143,2
2020-08-02,0,Daejeon,166,159,2
2020-08-02,0,Ulsan,59,54,1
2020-08-02,0,Sejong,50,50,0
2020-08-02,0,Gyeonggi-do,1556,1341,31
2020-08-02,0,Gangwon-do,74,67,3
2020-08-02,0,Chungcheongbuk-do,73,70,0
2020-08-02,0,Chungcheongnam-do,190,185,1
2020-08-02,0,Jeollabuk-do,39,34,0
2020-08-02,0,Jeollanam-do,38,24,0
2020-08-02,0,Gyeongsangbuk-do,1403,1339,54
2020-08-02,0,Gyeongsangnam-do,159,153,0
2020-08-02,0,Jeju-do,26,21,0
2020-08-03,0,Seoul,1612,1449,11
2020-08-03,0,Busan,173,154,3
2020-08-03,0,Daegu,6942,6745,191
2020-08-03,0,Incheon,384,366,2
2020-08-03,0,Gwangju,205,146,2
2020-08-03,0,Daejeon,166,160,2
2020-08-03,0,Ulsan,59,54,1
2020-08-03,0,Sejong,50,50,0
2020-08-03,0,Gyeonggi-do,1557,1342,31
2020-08-03,0,Gangwon-do,74,67,3
2020-08-03,0,Chungcheongbuk-do,73,70,0
2020-08-03,0,Chungcheongnam-do,190,185,1
2020-08-03,0,Jeollabuk-do,39,35,0
2020-08-03,0,Jeollanam-do,38,24,0
2020-08-03,0,Gyeongsangbuk-do,1404,1993,54
2020-08-03,0,Gyeongsangnam-do,161,153,0
2020-08-03,0,Jeju-do,26,21,0
2020-08-04,0,Seoul,1621,1463,11
2020-08-04,0,Busan,174,154,3
2020-08-04,0,Daegu,6942,6746,191
2020-08-04,0,Incheon,385,366,2
2020-08-04,0,Gwangju,207,151,2
2020-08-04,0,Daejeon,166,160,2
2020-08-04,0,Ulsan,59,54,1
2020-08-04,0,Sejong,50,50,0
2020-08-04,0,Gyeonggi-do,1568,1352,31
2020-08-04,0,Gangwon-do,74,67,3
2020-08-04,0,Chungcheongbuk-do,74,70,0
2020-08-04,0,Chungcheongnam-do,190,185,1
2020-08-04,0,Jeollabuk-do,39,35,0
2020-08-04,0,Jeollanam-do,39,24,0
2020-08-04,0,Gyeongsangbuk-do,1405,1341,54
2020-08-04,0,Gyeongsangnam-do,161,155,0
2020-08-04,0,Jeju-do,26,21,0
2020-08-05,0,Seoul,1627,1475,12
2020-08-05,0,Busan,174,154,3
2020-08-05,0,Daegu,6943,6746,191
2020-08-05,0,Incheon,386,366,2
2020-08-05,0,Gwangju,208,156,2
2020-08-05,0,Daejeon,166,160,2
2020-08-05,0,Ulsan,59,56,1
2020-08-05,0,Sejong,50,50,0
2020-08-05,0,Gyeonggi-do,1575,1358,31
2020-08-05,0,Gangwon-do,75,68,3
2020-08-05,0,Chungcheongbuk-do,80,70,0
2020-08-05,0,Chungcheongnam-do,190,185,1
2020-08-05,0,Jeollabuk-do,39,36,0
2020-08-05,0,Jeollanam-do,39,25,0
2020-08-05,0,Gyeongsangbuk-do,1405,1341,54
2020-08-05,0,Gyeongsangnam-do,165,155,0
2020-08-05,0,Jeju-do,26,21,0
2020-08-06,0,Seoul,1636,1488,12
2020-08-06,0,Busan,177,154,3
2020-08-06,0,Daegu,6943,6746,191
2020-08-06,0,Incheon,386,368,2
2020-08-06,0,Gwangju,208,164,2
2020-08-06,0,Daejeon,166,160,2
2020-08-06,0,Ulsan,59,56,1
2020-08-06,0,Sejong,50,50,0
2020-08-06,0,Gyeonggi-do,1588,1397,31
2020-08-06,0,Gangwon-do,77,68,3
2020-08-06,0,Chungcheongbuk-do,81,71,0
2020-08-06,0,Chungcheongnam-do,192,187,1
2020-08-06,0,Jeollabuk-do,39,36,0
2020-08-06,0,Jeollanam-do,41,25,0
2020-08-06,0,Gyeongsangbuk-do,1409,1341,54
2020-08-06,0,Gyeongsangnam-do,166,156,0
2020-08-06,0,Jeju-do,26,21,0
2020-08-07,0,Seoul,1645,1502,13
2020-08-07,0,Busan,177,154,3
2020-08-07,0,Daegu,6943,6747,191
2020-08-07,0,Incheon,386,368,2
2020-08-07,0,Gwangju,208,168,2
2020-08-07,0,Daejeon,166,161,2
2020-08-07,0,Ulsan,59,50,1
2020-08-07,0,Sejong,50,1409,0
2020-08-07,0,Gyeonggi-do,1593,68,31
2020-08-07,0,Gangwon-do,77,71,3
2020-08-07,0,Chungcheongbuk-do,81,187,0
2020-08-07,0,Chungcheongnam-do,192,37,1
2020-08-07,0,Jeollabuk-do,39,25,0
2020-08-07,0,Jeollanam-do,41,1342,0
2020-08-07,0,Gyeongsangbuk-do,1410,156,54
2020-08-07,0,Gyeongsangnam-do,166,21,0
2020-08-07,0,Jeju-do,26,1021,0
2020-08-08,0,Seoul,1662,1514,13
2020-08-08,0,Busan,177,154,3
2020-08-08,0,Daegu,6944,6748,191
2020-08-08,0,Incheon,388,372,2
2020-08-08,0,Gwangju,208,171,2
2020-08-08,0,Daejeon,166,162,2
2020-08-08,0,Ulsan,59,56,1
2020-08-08,0,Sejong,50,50,0
2020-08-08,0,Gyeonggi-do,1611,1428,32
2020-08-08,0,Gangwon-do,77,68,3
2020-08-08,0,Chungcheongbuk-do,81,71,0
2020-08-08,0,Chungcheongnam-do,192,188,1
2020-08-08,0,Jeollabuk-do,39,37,0
2020-08-08,0,Jeollanam-do,41,26,0
2020-08-08,0,Gyeongsangbuk-do,1410,1342,54
2020-08-08,0,Gyeongsangnam-do,166,157,0
2020-08-08,0,Jeju-do,26,21,0
2020-08-09,0,Seoul,1662,1515,13
2020-08-09,0,Busan,177,154,3
2020-08-09,0,Daegu,6944,6748,191
2020-08-09,0,Incheon,388,371,3
2020-08-09,0,Gwangju,208,173,2
2020-08-09,0,Daejeon,166,162,2
2020-08-09,0,Ulsan,59,56,1
2020-08-09,0,Sejong,50,50,0
2020-08-09,0,Gyeonggi-do,1611,1432,32
2020-08-09,0,Gangwon-do,77,68,3
2020-08-09,0,Chungcheongbuk-do,81,71,0
2020-08-09,0,Chungcheongnam-do,192,188,1
2020-08-09,0,Jeollabuk-do,39,37,0
2020-08-09,0,Jeollanam-do,41,26,0
2020-08-09,0,Gyeongsangbuk-do,1410,1342,54
2020-08-09,0,Gyeongsangnam-do,166,157,0
2020-08-09,0,Jeju-do,26,22,0
2020-08-10,0,Seoul,1688,1516,13
2020-08-10,0,Busan,178,157,3
2020-08-10,0,Daegu,6945,6748,191
2020-08-10,0,Incheon,389,371,3
2020-08-10,0,Gwangju,210,176,2
2020-08-10,0,Daejeon,166,162,2
2020-08-10,0,Ulsan,60,56,1
2020-08-10,0,Sejong,50,50,0
2020-08-10,0,Gyeonggi-do,1632,1435,32
2020-08-10,0,Gangwon-do,77,68,3
2020-08-10,0,Chungcheongbuk-do,82,71,0
2020-08-10,0,Chungcheongnam-do,193,188,1
2020-08-10,0,Jeollabuk-do,39,37,0
2020-08-10,0,Jeollanam-do,42,27,0
2020-08-10,0,Gyeongsangbuk-do,1411,1342,54
2020-08-10,0,Gyeongsangnam-do,166,157,0
2020-08-10,0,Jeju-do,26,22,0
2020-08-11,0,Seoul,1694,1534,13
2020-08-11,0,Busan,187,158,3
2020-08-11,0,Daegu,6945,6748,191
2020-08-11,0,Incheon,389,371,3
2020-08-11,0,Gwangju,210,180,2
2020-08-11,0,Daejeon,166,164,2
2020-08-11,0,Ulsan,60,56,1
2020-08-11,0,Sejong,50,50,0
2020-08-11,0,Gyeonggi-do,1645,1439,32
2020-08-11,0,Gangwon-do,77,68,3
2020-08-11,0,Chungcheongbuk-do,82,71,0
2020-08-11,0,Chungcheongnam-do,195,189,1
2020-08-11,0,Jeollabuk-do,40,37,0
2020-08-11,0,Jeollanam-do,42,29,0
2020-08-11,0,Gyeongsangbuk-do,1411,1345,54
2020-08-11,0,Gyeongsangnam-do,166,157,0
2020-08-11,0,Jeju-do,26,22,0
2020-08-12,0,Seoul,1709,1549,13
2020-08-12,0,Busan,191,160,3
2020-08-12,0,Daegu,6945,6748,191
2020-08-12,0,Incheon,389,374,3
2020-08-12,0,Gwangju,216,186,2
2020-08-12,0,Daejeon,167,164,2
2020-08-12,0,Ulsan,60,56,1
2020-08-12,0,Sejong,50,50,0
2020-08-12,0,Gyeonggi-do,1664,1458,32
2020-08-12,0,Gangwon-do,77,68,3
2020-08-12,0,Chungcheongbuk-do,82,71,0
2020-08-12,0,Chungcheongnam-do,196,189,1
2020-08-12,0,Jeollabuk-do,40,37,0
2020-08-12,0,Jeollanam-do,42,29,0
2020-08-12,0,Gyeongsangbuk-do,1411,1345,54
2020-08-12,0,Gyeongsangnam-do,166,157,0
2020-08-12,0,Jeju-do,26,22,0
2020-08-13,0,Seoul,1735,1556,13
2020-08-13,0,Busan,193,160,3
2020-08-13,0,Daegu,6946,6749,191
2020-08-13,0,Incheon,389,374,3
2020-08-13,0,Gwangju,218,187,2
2020-08-13,0,Daejeon,167,164,2
2020-08-13,0,Ulsan,61,56,1
2020-08-13,0,Sejong,50,50,0
2020-08-13,0,Gyeonggi-do,1681,1463,32
2020-08-13,0,Gangwon-do,77,70,3
2020-08-13,0,Chungcheongbuk-do,82,73,0
2020-08-13,0,Chungcheongnam-do,197,189,1
2020-08-13,0,Jeollabuk-do,42,37,0
2020-08-13,0,Jeollanam-do,42,31,0
2020-08-13,0,Gyeongsangbuk-do,1411,1346,54
2020-08-13,0,Gyeongsangnam-do,167,157,0
2020-08-13,0,Jeju-do,26,22,0
2020-08-14,0,Seoul,1767,1564,13
2020-08-14,0,Busan,198,160,3
2020-08-14,0,Daegu,6946,6749,191
2020-08-14,0,Incheon,393,379,3
2020-08-14,0,Gwangju,220,191,2
2020-08-14,0,Daejeon,167,164,2
2020-08-14,0,Ulsan,62,56,1
2020-08-14,0,Sejong,50,50,0
2020-08-14,0,Gyeonggi-do,1728,1479,32
2020-08-14,0,Gangwon-do,78,70,3
2020-08-14,0,Chungcheongbuk-do,82,73,0
2020-08-14,0,Chungcheongnam-do,200,189,1
2020-08-14,0,Jeollabuk-do,42,37,0
2020-08-14,0,Jeollanam-do,42,31,0
2020-08-14,0,Gyeongsangbuk-do,1412,1346,54
2020-08-14,0,Gyeongsangnam-do,167,159,0
2020-08-14,0,Jeju-do,26,22,0
2020-08-15,0,Seoul,1841,1571,13
2020-08-15,0,Busan,201,162,3
2020-08-15,0,Daegu,6946,6751,191
2020-08-15,0,Incheon,399,380,3
2020-08-15,0,Gwangju,221,194,2
2020-08-15,0,Daejeon,168,164,2
2020-08-15,0,Ulsan,62,56,1
2020-08-15,0,Sejong,50,50,0
2020-08-15,0,Gyeonggi-do,1800,1483,32
2020-08-15,0,Gangwon-do,81,72,3
2020-08-15,0,Chungcheongbuk-do,82,73,0
2020-08-15,0,Chungcheongnam-do,202,189,1
2020-08-15,0,Jeollabuk-do,43,38,0
2020-08-15,0,Jeollanam-do,42,32,0
2020-08-15,0,Gyeongsangbuk-do,1412,1346,54
2020-08-15,0,Gyeongsangnam-do,168,159,0
2020-08-15,0,Jeju-do,26,23,0
2020-08-16,0,Seoul,1987,1571,13
2020-08-16,0,Busan,208,162,3
2020-08-16,0,Daegu,6947,6751,191
2020-08-16,0,Incheon,408,380,3
2020-08-16,0,Gwangju,228,196,2
2020-08-16,0,Daejeon,168,164,2
2020-08-16,0,Ulsan,65,56,1
2020-08-16,0,Sejong,50,50,0
2020-08-16,0,Gyeonggi-do,1898,1484,32
2020-08-16,0,Gangwon-do,81,72,3
2020-08-16,0,Chungcheongbuk-do,83,73,0
2020-08-16,0,Chungcheongnam-do,207,190,1
2020-08-16,0,Jeollabuk-do,43,38,0
2020-08-16,0,Jeollanam-do,42,32,0
2020-08-16,0,Gyeongsangbuk-do,1412,1348,54
2020-08-16,0,Gyeongsangnam-do,170,160,0
2020-08-16,0,Jeju-do,26,23,0
2020-08-17,0,Seoul,2077,1571,13
2020-08-17,0,Busan,215,162,3
2020-08-17,0,Daegu,6948,6752,191
2020-08-17,0,Incheon,415,380,3
2020-08-17,0,Gwangju,235,197,2
2020-08-17,0,Daejeon,170,164,2
2020-08-17,0,Ulsan,65,56,1
2020-08-17,0,Sejong,50,50,0
2020-08-17,0,Gyeonggi-do,1968,1485,32
2020-08-17,0,Gangwon-do,82,72,3
2020-08-17,0,Chungcheongbuk-do,86,73,0
2020-08-17,0,Chungcheongnam-do,211,191,1
2020-08-17,0,Jeollabuk-do,44,38,0
2020-08-17,0,Jeollanam-do,42,32,0
2020-08-17,0,Gyeongsangbuk-do,1414,1348,54
2020-08-17,0,Gyeongsangnam-do,170,161,0
2020-08-17,0,Jeju-do,26,23,0
2020-08-18,0,Seoul,2209,1573,14
2020-08-18,0,Busan,222,163,3
2020-08-18,0,Daegu,6954,6752,191
2020-08-18,0,Incheon,433,381,3
2020-08-18,0,Gwangju,239,198,2
2020-08-18,0,Daejeon,170,164,2
2020-08-18,0,Ulsan,68,56,1
2020-08-18,0,Sejong,50,50,0
2020-08-18,0,Gyeonggi-do,2020,1488,32
2020-08-18,0,Gangwon-do,84,72,3
2020-08-18,0,Chungcheongbuk-do,87,73,0
2020-08-18,0,Chungcheongnam-do,216,191,1
2020-08-18,0,Jeollabuk-do,51,38,0
2020-08-18,0,Jeollanam-do,42,32,0
2020-08-18,0,Gyeongsangbuk-do,1417,1351,54
2020-08-18,0,Gyeongsangnam-do,170,163,0
2020-08-18,0,Jeju-do,26,23,0
2020-08-19,0,Seoul,2360,1588,14
2020-08-19,0,Busan,231,164,3
2020-08-19,0,Daegu,6956,6752,191
2020-08-19,0,Incheon,441,381,3
2020-08-19,0,Gwangju,245,200,2
2020-08-19,0,Daejeon,170,164,2
2020-08-19,0,Ulsan,68,56,1
2020-08-19,0,Sejong,52,50,0
2020-08-19,0,Gyeonggi-do,2119,1502,32
2020-08-19,0,Gangwon-do,90,74,3
2020-08-19,0,Chungcheongbuk-do,89,77,0
2020-08-19,0,Chungcheongnam-do,219,191,1
2020-08-19,0,Jeollabuk-do,52,38,0
2020-08-19,0,Jeollanam-do,44,32,0
2020-08-19,0,Gyeongsangbuk-do,1420,1353,54
2020-08-19,0,Gyeongsangnam-do,171,165,0
2020-08-19,0,Jeju-do,26,24,0
2020-08-20,0,Seoul,2195,1601,15
2020-08-20,0,Busan,246,166,3
2020-08-20,0,Daegu,6959,6752,191
2020-08-20,0,Incheon,452,382,3
2020-08-20,0,Gwangju,246,207,2
2020-08-20,0,Daejeon,178,164,2
2020-08-20,0,Ulsan,68,57,1
2020-08-20,0,Sejong,53,50,0
2020-08-20,0,Gyeonggi-do,2204,1518,32
2020-08-20,0,Gangwon-do,95,74,3
2020-08-20,0,Chungcheongbuk-do,90,78,0
2020-08-20,0,Chungcheongnam-do,224,191,1
2020-08-20,0,Jeollabuk-do,58,38,0
2020-08-20,0,Jeollanam-do,47,35,0
2020-08-20,0,Gyeongsangbuk-do,1425,1354,54
2020-08-20,0,Gyeongsangnam-do,174,165,0
2020-08-20,0,Jeju-do,26,24,0
2020-08-21,0,Seoul,2621,1622,16
2020-08-21,0,Busan,254,167,3
2020-08-21,0,Daegu,6963,6752,191
2020-08-21,0,Incheon,469,383,3
2020-08-21,0,Gwangju,251,2507,2
2020-08-21,0,Daejeon,185,164,2
2020-08-21,0,Ulsan,69,57,1
2020-08-21,0,Sejong,56,50,0
2020-08-21,0,Gyeonggi-do,2307,1533,33
2020-08-21,0,Gangwon-do,104,74,3
2020-08-21,0,Chungcheongbuk-do,93,78,0
2020-08-21,0,Chungcheongnam-do,237,192,1
2020-08-21,0,Jeollabuk-do,63,38,0
2020-08-21,0,Jeollanam-do,53,35,0
2020-08-21,0,Gyeongsangbuk-do,1431,1354,54
2020-08-21,0,Gyeongsangnam-do,178,165,0
2020-08-21,0,Jeju-do,26,24,0
2020-08-22,0,Seoul,2749,1639,16
2020-08-22,0,Busan,257,172,3
2020-08-22,0,Daegu,6972,6753,191
2020-08-22,0,Incheon,491,384,3
2020-08-22,0,Gwangju,262,208,2
2020-08-22,0,Daejeon,190,164,2
2020-08-22,0,Ulsan,72,58,1
2020-08-22,0,Sejong,57,50,0
2020-08-22,0,Gyeonggi-do,2402,1550,33
2020-08-22,0,Gangwon-do,120,74,3
2020-08-22,0,Chungcheongbuk-do,95,78,0
2020-08-22,0,Chungcheongnam-do,244,192,1
2020-08-22,0,Jeollabuk-do,67,38,0
2020-08-22,0,Jeollanam-do,60,38,0
2020-08-22,0,Gyeongsangbuk-do,1435,1354,54
2020-08-22,0,Gyeongsangnam-do,187,165,0
2020-08-22,0,Jeju-do,28,25,0
2020-08-23,0,Seoul,2889,1639,16
2020-08-23,0,Busan,259,173,3
2020-08-23,0,Daegu,6978,6753,191
2020-08-23,0,Incheon,523,385,3
2020-08-23,0,Gwangju,279,212,2
2020-08-23,0,Daejeon,205,164,2
2020-08-23,0,Ulsan,75,58,1
2020-08-23,0,Sejong,57,50,0
2020-08-23,0,Gyeonggi-do,2527,1567,33
2020-08-23,0,Gangwon-do,135,74,3
2020-08-23,0,Chungcheongbuk-do,98,79,0
2020-08-23,0,Chungcheongnam-do,254,195,1
2020-08-23,0,Jeollabuk-do,67,38,0
2020-08-23,0,Jeollanam-do,74,39,0
2020-08-23,0,Gyeongsangbuk-do,1437,1355,54
2020-08-23,0,Gyeongsangnam-do,196,166,0
2020-08-23,0,Jeju-do,28,25,0
2020-08-24,0,Seoul,2986,1639,16
2020-08-24,0,Busan,262,173,3
2020-08-24,0,Daegu,6978,6754,191
2020-08-24,0,Incheon,543,385,3
2020-08-24,0,Gwangju,280,214,2
2020-08-24,0,Daejeon,215,164,2
2020-08-24,0,Ulsan,76,58,1
2020-08-24,0,Sejong,60,50,0
2020-08-24,0,Gyeonggi-do,2612,1579,33
2020-08-24,0,Gangwon-do,141,74,3
2020-08-24,0,Chungcheongbuk-do,108,79,0
2020-08-24,0,Chungcheongnam-do,262,196,1
2020-08-24,0,Jeollabuk-do,71,39,0
2020-08-24,0,Jeollanam-do,81,39,0
2020-08-24,0,Gyeongsangbuk-do,1443,1355,54
2020-08-24,0,Gyeongsangnam-do,197,166,0
2020-08-24,0,Jeju-do,28,25,0
2020-08-25,0,Seoul,3120,1671,16
2020-08-25,0,Busan,265,173,3
2020-08-25,0,Daegu,6983,6755,191
2020-08-25,0,Incheon,558,385,3
2020-08-25,0,Gwangju,284,214,2
2020-08-25,0,Daejeon,226,164,2
2020-08-25,0,Ulsan,76,59,1
2020-08-25,0,Sejong,63,50,0
2020-08-25,0,Gyeonggi-do,2684,1598,33
2020-08-25,0,Gangwon-do,149,74,3
2020-08-25,0,Chungcheongbuk-do,110,79,1
2020-08-25,0,Chungcheongnam-do,271,197,1
2020-08-25,0,Jeollabuk-do,75,39,0
2020-08-25,0,Jeollanam-do,82,39,0
2020-08-25,0,Gyeongsangbuk-do,1444,1355,54
2020-08-25,0,Gyeongsangnam-do,199,166,0
2020-08-25,0,Jeju-do,31,25,0
2020-08-26,0,Seoul,3232,1699,17
2020-08-26,0,Busan,269,180,3
2020-08-26,0,Daegu,6986,6755,191
2020-08-26,0,Incheon,585,385,3
2020-08-26,0,Gwangju,291,216,2
2020-08-26,0,Daejeon,233,164,2
2020-08-26,0,Ulsan,78,60,1
2020-08-26,0,Sejong,63,50,0
2020-08-26,0,Gyeonggi-do,2784,1629,34
2020-08-26,0,Gangwon-do,167,77,3
2020-08-26,0,Chungcheongbuk-do,110,79,1
2020-08-26,0,Chungcheongnam-do,283,200,1
2020-08-26,0,Jeollabuk-do,82,39,0
2020-08-26,0,Jeollanam-do,95,39,0
2020-08-26,0,Gyeongsangbuk-do,1445,1356,54
2020-08-26,0,Gyeongsangnam-do,204,166,0
2020-08-26,0,Jeju-do,33,25,0
2020-08-27,0,Seoul,3386,1733,17
2020-08-27,0,Busan,277,185,3
2020-08-27,0,Daegu,6999,6755,191
2020-08-27,0,Incheon,644,386,3
2020-08-27,0,Gwangju,330,218,2
2020-08-27,0,Daejeon,236,164,2
2020-08-27,0,Ulsan,80,61,1
2020-08-27,0,Sejong,63,50,0
2020-08-27,0,Gyeonggi-do,2884,1670,35
2020-08-27,0,Gangwon-do,181,78,3
2020-08-27,0,Chungcheongbuk-do,111,80,1
2020-08-27,0,Chungcheongnam-do,298,201,1
2020-08-27,0,Jeollabuk-do,84,39,0
2020-08-27,0,Jeollanam-do,108,39,0
2020-08-27,0,Gyeongsangbuk-do,1448,1356,54
2020-08-27,0,Gyeongsangnam-do,212,166,0
2020-08-27,0,Jeju-do,34,25,0
2020-08-28,0,Seoul,3532,1762,19
2020-08-28,0,Busan,285,191,3
2020-08-28,0,Daegu,7007,6755,191
2020-08-28,0,Incheon,671,392,3
2020-08-28,0,Gwangju,347,220,2
2020-08-28,0,Daejeon,239,164,2
2020-08-28,0,Ulsan,81,61,1
2020-08-28,0,Sejong,65,50,0
2020-08-28,0,Gyeonggi-do,2997,1706,36
2020-08-28,0,Gangwon-do,184,78,3
2020-08-28,0,Chungcheongbuk-do,116,81,1
2020-08-28,0,Chungcheongnam-do,307,201,1
2020-08-28,0,Jeollabuk-do,86,41,0
2020-08-28,0,Jeollanam-do,120,40,0
2020-08-28,0,Gyeongsangbuk-do,1449,1356,54
2020-08-28,0,Gyeongsangnam-do,216,166,0
2020-08-28,0,Jeju-do,36,25,0
2020-08-29,0,Seoul,3657,1887,20
2020-08-29,0,Busan,291,193,3
2020-08-29,0,Daegu,7013,6755,191
2020-08-29,0,Incheon,691,396,3
2020-08-29,0,Gwangju,363,220,2
2020-08-29,0,Daejeon,243,165,2
2020-08-29,0,Ulsan,81,63,1
2020-08-29,0,Sejong,65,51,0
2020-08-29,0,Gyeonggi-do,3101,1778,40
2020-08-29,0,Gangwon-do,184,78,3
2020-08-29,0,Chungcheongbuk-do,122,81,1
2020-08-29,0,Chungcheongnam-do,315,204,1
2020-08-29,0,Jeollabuk-do,86,41,0
2020-08-29,0,Jeollanam-do,129,40,0
2020-08-29,0,Gyeongsangbuk-do,1450,1356,54
2020-08-29,0,Gyeongsangnam-do,228,166,0
2020-08-29,0,Jeju-do,37,26,0
2020-08-30,0,Seoul,3773,1888,22
2020-08-30,0,Busan,297,204,3
2020-08-30,0,Daegu,7043,6756,191
2020-08-30,0,Incheon,704,414,3
2020-08-30,0,Gwangju,365,236,2
2020-08-30,0,Daejeon,249,166,2
2020-08-30,0,Ulsan,84,63,1
2020-08-30,0,Sejong,66,52,0
2020-08-30,0,Gyeonggi-do,3181,1858,40
2020-08-30,0,Gangwon-do,186,81,3
2020-08-30,0,Chungcheongbuk-do,127,83,1
2020-08-30,0,Chungcheongnam-do,323,205,1
2020-08-30,0,Jeollabuk-do,86,41,0
2020-08-30,0,Jeollanam-do,137,42,0
2020-08-30,0,Gyeongsangbuk-do,1453,1356,54
2020-08-30,0,Gyeongsangnam-do,235,166,0
2020-08-30,0,Jeju-do,39,26,0
2020-08-31,0,Seoul,3867,1899,23
2020-08-31,0,Busan,301,211,3
2020-08-31,0,Daegu,7047,6757,191
2020-08-31,0,Incheon,718,414,3
2020-08-31,0,Gwangju,374,237,2
2020-08-31,0,Daejeon,256,167,2
2020-08-31,0,Ulsan,89,63,1
2020-08-31,0,Sejong,67,52,0
2020-08-31,0,Gyeonggi-do,3260,1906,40
2020-08-31,0,Gangwon-do,189,81,3
2020-08-31,0,Chungcheongbuk-do,128,83,1
2020-08-31,0,Chungcheongnam-do,332,205,1
2020-08-31,0,Jeollabuk-do,87,41,0
2020-08-31,0,Jeollanam-do,142,42,0
2020-08-31,0,Gyeongsangbuk-do,1455,1356,54
2020-08-31,0,Gyeongsangnam-do,236,166,0
2020-08-31,0,Jeju-do,45,26,0
